# STATION: MSI01
# STATION NAME: Olympus Hills - MSI
# LATITUDE: 40.67250
# LONGITUDE: -111.80220
# ELEVATION [ft]: 4960
# STATE: UT
Station_ID,Date_Time,PM_25_concentration_set_1,altimeter_set_1,pressure_set_1,air_temp_set_1,ozone_concentration_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,precip_accum_fifteen_minute_set_1,solar_radiation_set_1,volt_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,wet_bulb_temperature_set_1d,altimeter_set_1d
,,ug/m3,Pascals,Pascals,Celsius,ppb,%,m/s,Degrees,m/s,Millimeters,Millimeters,W/m**2,volts,Celsius,Celsius,code,Pascals,Pascals,Pascals,Celsius,Celsius,Pascals
MSI01,01/01/2004 23:00 MST,,,85747.0,5.0,,56.0,5.9,193.0,12.38,,0.0,0.0,,-3.14,,SSW,,102909.54,,,,102910.7
MSI01,01/01/2004 23:15 MST,,,85747.0,5.06,,57.0,5.99,191.0,12.47,,0.0,0.0,,-2.85,,S,,102905.55,,,,102910.7
MSI01,01/01/2004 23:30 MST,,,85747.0,4.89,,58.0,5.81,193.0,10.64,,0.0,0.0,,-2.77,,SSW,,102916.82,,,,102910.7
MSI01,01/01/2004 23:45 MST,,,85747.0,4.94,,57.0,5.54,190.0,10.73,,0.0,0.0,,-2.96,,S,,102913.51,,,,102910.7
MSI01,01/02/2004 00:15 MST,,,85690.0,5.06,,56.0,5.54,193.0,12.38,,0.0,0.0,,-3.09,,SSW,,102837.15,,,,102842.29
MSI01,01/02/2004 00:30 MST,,,85690.0,5.22,,54.0,6.3,194.0,13.32,,0.0,0.0,,-3.43,,SSW,,102826.57,,,,102842.29
MSI01,01/02/2004 00:45 MST,,,85690.0,5.22,,53.0,6.03,193.0,12.16,,0.0,0.0,,-3.68,,SSW,,102826.58,,,,102842.29
MSI01,01/02/2004 01:00 MST,,,85747.0,5.06,,54.0,4.87,205.0,10.95,,0.0,0.0,,-3.58,,SSW,,102905.57,,,,102910.7
MSI01,01/02/2004 01:15 MST,,,85776.0,4.5,,61.0,4.74,270.0,13.9,,0.0,0.0,,-2.45,,W,,102977.55,,,,102945.51
MSI01,01/02/2004 01:30 MST,,,85863.0,2.89,,81.0,4.78,314.0,11.89,,0.0,0.0,,-0.09,,NW,,103189.91,,,,103049.92
MSI01,01/02/2004 01:45 MST,,,85834.0,1.28,,95.0,5.05,333.0,9.25,,0.0,0.0,,0.56,,NNW,,103264.37,,,,103015.12
MSI01,01/02/2004 02:00 MST,,,85863.0,0.89,,99.0,2.91,324.0,5.54,,0.0,0.0,,0.75,,NW,,103325.96,,,,103049.92
MSI01,01/02/2004 02:15 MST,,,85891.0,0.78,,100.0,2.51,320.0,5.99,,0.0,0.0,,0.78,,NW,,103367.2,,,,103083.53
MSI01,01/02/2004 02:30 MST,,,85949.0,0.56,,100.0,2.73,323.0,5.19,,0.0,0.0,,0.56,,NW,,103452.14,,,,103153.14
MSI01,01/02/2004 02:45 MST,,,85949.0,0.28,,100.0,2.28,320.0,5.14,,0.254,0.0,,0.28,,NW,,103471.44,,,,103153.14
MSI01,01/02/2004 03:00 MST,,,85949.0,0.17,,100.0,1.3,328.0,2.86,,0.508,0.0,,0.17,,NNW,,103479.04,,,,103153.14
MSI01,01/02/2004 03:15 MST,,,85949.0,0.11,,100.0,1.25,358.0,2.73,,0.254,0.0,,0.11,,N,,103483.18,,,,103153.14
MSI01,01/02/2004 03:30 MST,,,85978.0,0.11,,100.0,2.51,326.0,5.23,,0.254,0.0,,0.11,,NW,,103518.1,,,,103187.94
MSI01,01/02/2004 03:45 MST,,,85978.0,0.17,,100.0,2.06,281.0,5.05,,0.0,0.0,,0.17,,W,,103513.95,,,,103187.94
MSI01,01/02/2004 04:00 MST,,,85978.0,0.17,,100.0,2.37,296.0,6.48,,0.0,0.0,,0.17,,WNW,,103513.95,,,,103187.94
MSI01,01/02/2004 04:15 MST,,,85978.0,0.0,,100.0,2.81,295.0,6.48,,0.254,0.0,,0.0,,WNW,,103525.71,,,,103187.94
MSI01,01/02/2004 04:30 MST,,,85949.0,0.0,,100.0,2.51,301.0,6.48,,0.0,0.0,,0.0,,WNW,,103490.79,,,,103153.14
MSI01,01/02/2004 04:45 MST,,,85978.0,-0.06,,100.0,4.07,306.0,8.63,,0.254,0.0,,-0.06,,NW,,103529.86,,,,103187.94
MSI01,01/02/2004 05:00 MST,,,86007.0,-0.22,,100.0,3.89,296.0,10.24,,0.254,0.0,,-0.22,,WNW,,103575.87,,,,103222.75
MSI01,01/02/2004 05:15 MST,,,86007.0,-0.33,,100.0,2.68,294.0,5.85,,0.508,0.0,,-0.33,,WNW,,103583.5,,,,103222.75
MSI01,01/02/2004 05:30 MST,,,86035.0,-0.5,,100.0,4.02,304.0,8.45,,0.508,0.0,,-0.5,,NW,,103629.03,,,,103256.35
MSI01,01/02/2004 05:45 MST,,,86064.0,-1.17,,100.0,3.66,328.0,6.93,,0.508,0.0,,-1.17,,NNW,,103710.67,,,,103291.16
MSI01,01/02/2004 06:00 MST,,,86093.0,-1.61,,100.0,3.49,331.0,6.97,,0.254,0.0,,-1.61,,NNW,,103776.44,,,,103325.96
MSI01,01/02/2004 06:15 MST,,,86093.0,-1.89,,100.0,2.06,335.0,4.2,,0.508,0.0,,-1.89,,NNW,,103796.11,,,,103325.96
MSI01,01/02/2004 06:30 MST,,,86151.0,-1.94,,100.0,1.43,327.0,3.31,,0.254,0.0,,-1.94,,NNW,,103869.55,,,,103395.57
MSI01,01/02/2004 06:45 MST,,,86151.0,-1.94,,100.0,0.45,322.0,1.65,,0.508,0.0,,-1.94,,NW,,103869.55,,,,103395.57
MSI01,01/02/2004 07:00 MST,,,86151.0,-2.06,,100.0,0.0,0.0,0.0,,0.254,0.0,,-2.06,,N,,103878.0,,,,103395.57
MSI01,01/02/2004 07:15 MST,,,86151.0,-2.22,,100.0,0.49,130.0,2.81,,0.0,0.0,,-2.22,,SE,,103889.29,,,,103395.57
MSI01,01/02/2004 07:30 MST,,,86180.0,-2.22,,100.0,1.48,139.0,2.86,,0.0,0.0,,-2.22,,SE,,103924.26,,,,103430.37
MSI01,01/02/2004 07:45 MST,,,86208.0,-2.39,,100.0,1.43,138.0,2.73,,0.0,0.0,,-2.39,,SE,,103970.03,,,,103463.98
MSI01,01/02/2004 08:00 MST,,,86208.0,-2.39,,100.0,0.98,168.0,1.79,,0.0,0.0,,-2.39,,SSE,,103970.03,,,,103463.98
MSI01,01/02/2004 08:15 MST,,,86208.0,-2.22,,100.0,0.67,193.0,1.12,,0.0,2.0,,-2.22,,SSW,,103958.02,,,,103463.98
MSI01,01/02/2004 08:30 MST,,,86208.0,-2.22,,100.0,0.54,119.0,0.98,,0.0,5.0,,-2.22,,ESE,,103958.02,,,,103463.98
MSI01,01/02/2004 08:45 MST,,,86237.0,-2.11,,100.0,0.63,90.0,1.21,,0.0,10.0,,-2.11,,E,,103985.23,,,,103498.78
MSI01,01/02/2004 09:00 MST,,,86237.0,-1.94,,100.0,0.54,113.0,0.98,,0.0,19.0,,-1.94,,ESE,,103973.24,,,,103498.78
MSI01,01/02/2004 09:15 MST,,,86266.0,-1.78,,100.0,0.63,1.0,1.3,,0.0,21.0,,-1.78,,N,,103996.93,,,,103533.59
MSI01,01/02/2004 09:30 MST,,,86266.0,-1.72,,100.0,0.63,81.0,1.43,,0.0,16.0,,-1.72,,E,,103992.71,,,,103533.59
MSI01,01/02/2004 09:45 MST,,,86324.0,-1.72,,100.0,0.8,83.0,1.25,,0.0,22.0,,-1.72,,E,,104062.63,,,,103603.2
MSI01,01/02/2004 10:00 MST,,,86352.0,-1.72,,100.0,0.85,98.0,1.3,,0.0,22.0,,-1.72,,E,,104096.38,,,,103636.8
MSI01,01/02/2004 10:15 MST,,,86352.0,-1.67,,99.0,0.98,89.0,1.52,,0.0,40.0,,-1.81,,E,,104092.87,,,,103636.8
MSI01,01/02/2004 10:30 MST,,,86381.0,-1.39,,98.0,0.94,101.0,1.38,,0.0,47.0,,-1.67,,E,,104108.13,,,,103671.61
MSI01,01/02/2004 10:45 MST,,,86381.0,-1.06,,96.0,0.49,39.0,1.16,,0.0,105.0,,-1.63,,NE,,104084.98,,,,103671.61
MSI01,01/02/2004 11:00 MST,,,86352.0,-0.22,,94.0,0.67,83.0,1.03,,0.0,453.0,,-1.08,,E,,103991.38,,,,103636.8
MSI01,01/02/2004 11:15 MST,,,86352.0,0.5,,94.0,0.76,332.0,1.79,,0.0,376.0,,-0.37,,NNW,,103941.4,,,,103636.8
MSI01,01/02/2004 11:30 MST,,,86324.0,0.17,,92.0,1.38,346.0,4.11,,0.0,285.0,,-0.99,,NNW,,103930.58,,,,103603.2
MSI01,01/02/2004 11:45 MST,,,86324.0,0.39,,85.0,1.79,330.0,3.04,,0.0,162.0,,-1.87,,NNW,,103915.38,,,,103603.2
MSI01,01/02/2004 12:00 MST,,,86266.0,0.5,,81.0,1.34,330.0,2.28,,0.0,367.0,,-2.42,,NNW,,103837.98,,,,103533.59
MSI01,01/02/2004 12:15 MST,,,86237.0,1.28,,79.0,1.38,333.0,2.91,,0.0,335.0,,-2.01,,NNW,,103749.33,,,,103498.78
MSI01,01/02/2004 12:30 MST,,,86208.0,1.17,,74.0,0.98,341.0,2.33,,0.0,229.0,,-3.01,,NNW,,103722.04,,,,103463.98
MSI01,01/02/2004 12:45 MST,,,86208.0,1.44,,65.0,0.72,231.0,1.38,,0.0,372.0,,-4.5,,SW,,103703.56,,,,103463.98
MSI01,01/02/2004 13:00 MST,,,86208.0,2.5,,69.0,0.76,313.0,1.48,,0.0,479.0,,-2.68,,NW,,103631.13,,,,103463.98
MSI01,01/02/2004 13:15 MST,,,86180.0,2.67,,57.0,1.21,349.0,2.28,,0.0,531.0,,-5.09,,N,,103586.01,,,,103430.37
MSI01,01/02/2004 13:30 MST,,,86180.0,2.44,,48.0,0.94,109.0,1.97,,0.0,540.0,,-7.57,,ESE,,103601.71,,,,103430.37
MSI01,01/02/2004 13:45 MST,,,86180.0,3.11,,52.0,1.52,288.0,2.55,,0.0,522.0,,-5.9,,WNW,,103556.22,,,,103430.37
MSI01,01/02/2004 14:00 MST,,,86151.0,4.17,,46.0,1.16,330.0,2.86,,0.0,504.0,,-6.54,,NNW,,103450.01,,,,103395.57
MSI01,01/02/2004 14:15 MST,,,86151.0,3.22,,46.0,1.03,234.0,2.55,,0.0,480.0,,-7.41,,SW,,103513.99,,,,103395.57
MSI01,01/02/2004 14:30 MST,,,86151.0,3.17,,47.0,1.34,241.0,3.22,,0.0,451.0,,-7.17,,WSW,,103517.36,,,,103395.57
MSI01,01/02/2004 14:45 MST,,,86151.0,3.28,,46.0,1.61,272.0,2.86,,0.0,421.0,,-7.35,,W,,103509.93,,,,103395.57
MSI01,01/02/2004 15:00 MST,,,86151.0,3.5,,44.0,1.08,297.0,2.28,,0.0,384.0,,-7.73,,WNW,,103495.1,,,,103395.57
MSI01,01/02/2004 15:15 MST,,,86151.0,3.44,,40.0,1.03,204.0,2.19,,0.0,347.0,,-9.02,,SSW,,103499.18,,,,103395.57
MSI01,01/02/2004 15:30 MST,,,86151.0,2.94,,44.0,1.12,218.0,2.19,,0.0,305.0,,-8.24,,SW,,103532.95,,,,103395.57
MSI01,01/02/2004 15:45 MST,,,86151.0,2.72,,49.0,1.34,217.0,2.41,,0.0,263.0,,-7.04,,SW,,103547.82,,,,103395.57
MSI01,01/02/2004 16:00 MST,,,86151.0,2.28,,49.0,1.03,256.0,2.41,,0.0,218.0,,-7.45,,WSW,,103577.73,,,,103395.57
MSI01,01/02/2004 16:15 MST,,,86151.0,2.39,,51.0,0.98,256.0,1.88,,0.0,180.0,,-6.82,,WSW,,103570.23,,,,103395.57
MSI01,01/02/2004 16:30 MST,,,86093.0,2.06,,54.0,1.03,224.0,1.97,,0.0,135.0,,-6.38,,SW,,103522.94,,,,103325.96
MSI01,01/02/2004 16:45 MST,,,86093.0,1.61,,62.0,0.94,219.0,1.79,,0.0,64.0,,-4.97,,SW,,103553.61,,,,103325.96
MSI01,01/02/2004 17:00 MST,,,86093.0,0.72,,68.0,1.08,218.0,1.7,,0.0,22.0,,-4.58,,SW,,103614.66,,,,103325.96
MSI01,01/02/2004 17:15 MST,,,86093.0,0.22,,72.0,0.76,238.0,1.43,,0.0,9.0,,-4.29,,WSW,,103649.14,,,,103325.96
MSI01,01/02/2004 17:30 MST,,,86064.0,-0.33,,68.0,1.52,55.0,2.99,,0.0,3.0,,-5.59,,NE,,103652.36,,,,103291.16
MSI01,01/02/2004 17:45 MST,,,86064.0,-0.89,,61.0,1.65,62.0,3.49,,0.0,0.0,,-7.55,,ENE,,103691.37,,,,103291.16
MSI01,01/02/2004 18:00 MST,,,86064.0,-1.44,,63.0,0.67,6.0,1.56,,0.0,0.0,,-7.65,,N,,103729.79,,,,103291.16
MSI01,01/02/2004 18:15 MST,,,86064.0,-1.89,,67.0,0.67,46.0,1.79,,0.0,0.0,,-7.28,,NE,,103761.34,,,,103291.16
MSI01,01/02/2004 18:30 MST,,,86093.0,-2.06,,73.0,1.16,110.0,1.88,,0.0,0.0,,-6.31,,ESE,,103808.23,,,,103325.96
MSI01,01/02/2004 18:45 MST,,,86093.0,-2.44,,80.0,1.43,100.0,2.15,,0.0,0.0,,-5.46,,E,,103834.98,,,,103325.96
MSI01,01/02/2004 19:00 MST,,,86093.0,-2.89,,80.0,1.52,96.0,2.46,,0.0,0.0,,-5.9,,E,,103866.82,,,,103325.96
MSI01,01/02/2004 19:15 MST,,,86064.0,-3.39,,76.0,1.65,106.0,2.59,,0.0,0.0,,-7.06,,ESE,,103867.35,,,,103291.16
MSI01,01/02/2004 19:30 MST,,,86064.0,-3.61,,68.0,1.56,121.0,2.51,,0.0,0.0,,-8.73,,ESE,,103883.05,,,,103291.16
MSI01,01/02/2004 19:45 MST,,,86064.0,-3.33,,64.0,1.16,17.0,1.97,,0.0,0.0,,-9.24,,NNE,,103863.14,,,,103291.16
MSI01,01/02/2004 20:00 MST,,,86035.0,-2.89,,60.0,1.79,1.0,3.66,,0.0,0.0,,-9.66,,N,,103796.95,,,,103256.35
MSI01,01/02/2004 20:15 MST,,,86007.0,-3.67,,66.0,1.43,92.0,2.86,,0.0,0.0,,-9.17,,E,,103818.53,,,,103222.75
MSI01,01/02/2004 20:30 MST,,,86007.0,-4.61,,78.0,1.38,95.0,2.55,,0.0,0.0,,-7.91,,E,,103885.69,,,,103222.75
MSI01,01/02/2004 20:45 MST,,,85978.0,-4.39,,79.0,0.9,5.0,2.01,,0.0,0.0,,-7.53,,N,,103834.88,,,,103187.94
MSI01,01/02/2004 21:00 MST,,,85978.0,-4.5,,83.0,0.76,245.0,1.52,,0.0,0.0,,-6.99,,WSW,,103842.74,,,,103187.94
MSI01,01/02/2004 21:15 MST,,,85978.0,-5.0,,83.0,0.63,164.0,1.43,,0.0,0.0,,-7.47,,SSE,,103878.66,,,,103187.94
MSI01,01/02/2004 21:30 MST,,,85978.0,-5.5,,84.0,0.8,85.0,1.52,,0.0,0.0,,-7.81,,E,,103914.72,,,,103187.94
MSI01,01/02/2004 21:45 MST,,,85978.0,-5.61,,80.0,1.03,151.0,1.88,,0.0,0.0,,-8.55,,SSE,,103922.69,,,,103187.94
MSI01,01/02/2004 22:00 MST,,,85978.0,-5.61,,72.0,1.08,138.0,2.33,,0.0,0.0,,-9.91,,SE,,103922.72,,,,103187.94
MSI01,01/02/2004 22:15 MST,,,85978.0,-5.06,,55.0,2.19,133.0,5.1,,0.0,0.0,,-12.8,,SE,,103883.11,,,,103187.94
MSI01,01/02/2004 22:30 MST,,,85978.0,-4.94,,51.0,1.56,133.0,3.13,,0.0,0.0,,-13.62,,SE,,103874.5,,,,103187.94
MSI01,01/02/2004 22:45 MST,,,85949.0,-4.89,,53.0,1.7,100.0,2.99,,0.0,0.0,,-13.1,,E,,103835.85,,,,103153.14
MSI01,01/02/2004 23:00 MST,,,85834.0,-5.06,,61.0,1.21,88.0,1.83,,0.0,0.0,,-11.5,,E,,103709.1,,,,103015.12
MSI01,01/02/2004 23:15 MST,,,85949.0,-5.33,,68.0,0.9,166.0,2.1,,0.0,0.0,,-10.38,,SSE,,103867.47,,,,103153.14
MSI01,01/02/2004 23:30 MST,,,85891.0,-5.33,,65.0,0.76,173.0,1.21,,0.0,0.0,,-10.95,,S,,103797.39,,,,103083.53
MSI01,01/02/2004 23:45 MST,,,85863.0,-5.11,,65.0,1.03,92.0,1.65,,0.0,0.0,,-10.74,,E,,103747.71,,,,103049.92
MSI01,01/03/2004 00:15 MST,,,85805.0,-5.11,,66.0,0.76,112.0,1.48,,0.0,0.0,,-10.55,,ESE,,103677.63,,,,102980.31
MSI01,01/03/2004 00:30 MST,,,85776.0,-5.06,,68.0,0.94,94.0,1.65,,0.0,0.0,,-10.12,,E,,103638.98,,,,102945.51
MSI01,01/03/2004 00:45 MST,,,85747.0,-4.89,,63.0,1.43,99.0,2.99,,0.0,0.0,,-10.93,,E,,103591.77,,,,102910.7
MSI01,01/03/2004 01:00 MST,,,85747.0,-4.61,,62.0,0.67,175.0,1.3,,0.0,0.0,,-10.87,,S,,103571.72,,,,102910.7
MSI01,01/03/2004 01:15 MST,,,85690.0,-5.0,,66.0,0.98,244.0,2.01,,0.0,0.0,,-10.44,,WSW,,103530.78,,,,102842.29
MSI01,01/03/2004 01:30 MST,,,85690.0,-5.22,,71.0,1.12,227.0,1.88,,0.0,0.0,,-9.72,,SW,,103546.55,,,,102842.29
MSI01,01/03/2004 01:45 MST,,,85690.0,-4.78,,67.0,0.67,94.0,1.43,,0.0,0.0,,-10.04,,E,,103515.01,,,,102842.29
MSI01,01/03/2004 02:00 MST,,,85690.0,-4.44,,67.0,0.49,135.0,1.3,,0.0,0.0,,-9.71,,SE,,103490.69,,,,102842.29
MSI01,01/03/2004 02:15 MST,,,85661.0,-4.28,,68.0,0.9,213.0,1.92,,0.0,0.0,,-9.37,,SSW,,103444.25,,,,102807.49
MSI01,01/03/2004 02:30 MST,,,85661.0,-4.44,,69.0,1.12,100.0,2.55,,0.0,0.0,,-9.34,,E,,103455.66,,,,102807.49
MSI01,01/03/2004 02:45 MST,,,85661.0,-4.72,,68.0,0.85,152.0,1.88,,0.0,0.0,,-9.79,,SSE,,103475.68,,,,102807.49
MSI01,01/03/2004 03:00 MST,,,85661.0,-4.67,,71.0,1.25,82.0,2.41,,0.0,0.0,,-9.19,,E,,103472.08,,,,102807.49
MSI01,01/03/2004 03:15 MST,,,85632.0,-4.11,,53.0,2.55,80.0,3.84,,0.0,0.0,,-12.37,,E,,103397.2,,,,102772.68
MSI01,01/03/2004 03:30 MST,,,85632.0,-3.61,,49.0,1.74,276.0,3.17,,0.0,0.0,,-12.89,,W,,103361.7,,,,102772.68
MSI01,01/03/2004 03:45 MST,,,85632.0,-3.56,,52.0,1.48,321.0,4.29,,0.0,0.0,,-12.1,,NW,,103358.15,,,,102772.68
MSI01,01/03/2004 04:00 MST,,,85632.0,-3.72,,63.0,1.3,9.0,2.73,,0.0,0.0,,-9.82,,N,,103369.43,,,,102772.68
MSI01,01/03/2004 04:15 MST,,,85632.0,-4.06,,70.0,1.03,278.0,1.48,,0.0,0.0,,-8.78,,W,,103393.55,,,,102772.68
MSI01,01/03/2004 04:30 MST,,,85632.0,-4.17,,71.0,1.65,324.0,2.59,,0.0,0.0,,-8.71,,NW,,103401.38,,,,102772.68
MSI01,01/03/2004 04:45 MST,,,85632.0,-4.06,,72.0,1.3,330.0,2.15,,0.0,0.0,,-8.42,,NNW,,103393.54,,,,102772.68
MSI01,01/03/2004 05:00 MST,,,85632.0,-3.94,,71.0,1.3,30.0,2.06,,0.0,0.0,,-8.49,,NNE,,103385.02,,,,102772.68
MSI01,01/03/2004 05:15 MST,,,85632.0,-3.94,,70.0,0.98,85.0,1.7,,0.0,0.0,,-8.67,,E,,103385.02,,,,102772.68
MSI01,01/03/2004 05:30 MST,,,85632.0,-4.56,,67.0,1.3,95.0,2.1,,0.0,0.0,,-9.83,,E,,103429.21,,,,102772.68
MSI01,01/03/2004 05:45 MST,,,85632.0,-5.0,,68.0,1.65,106.0,2.33,,0.0,0.0,,-10.06,,ESE,,103460.69,,,,102772.68
MSI01,01/03/2004 06:00 MST,,,85632.0,-5.0,,73.0,1.16,254.0,2.15,,0.0,0.0,,-9.15,,WSW,,103460.67,,,,102772.68
MSI01,01/03/2004 06:15 MST,,,85661.0,-4.89,,82.0,0.76,244.0,1.74,,0.0,0.0,,-7.53,,WSW,,103487.78,,,,102807.49
MSI01,01/03/2004 06:30 MST,,,85661.0,-4.89,,84.0,0.58,235.0,1.16,,0.0,0.0,,-7.21,,SW,,103487.77,,,,102807.49
MSI01,01/03/2004 06:45 MST,,,85661.0,-4.89,,86.0,0.58,271.0,0.98,,0.0,0.0,,-6.9,,W,,103487.76,,,,102807.49
MSI01,01/03/2004 07:00 MST,,,85661.0,-4.83,,88.0,1.03,296.0,2.1,,0.0,0.0,,-6.54,,WNW,,103483.45,,,,102807.49
MSI01,01/03/2004 07:15 MST,,,85690.0,-4.67,,88.0,1.3,330.0,1.97,,0.0,0.0,,-6.38,,NNW,,103507.03,,,,102842.29
MSI01,01/03/2004 07:30 MST,,,85747.0,-4.72,,88.0,1.38,320.0,2.28,,0.0,0.0,,-6.43,,NW,,103579.46,,,,102910.7
MSI01,01/03/2004 07:45 MST,,,85747.0,-4.72,,87.0,1.3,318.0,2.19,,0.0,0.0,,-6.58,,NW,,103579.47,,,,102910.7
MSI01,01/03/2004 08:00 MST,,,85776.0,-4.5,,85.0,1.79,330.0,3.35,,0.0,0.0,,-6.67,,NNW,,103598.76,,,,102945.51
MSI01,01/03/2004 08:15 MST,,,85776.0,-4.61,,89.0,1.38,14.0,2.77,,0.0,4.0,,-6.17,,NNE,,103606.61,,,,102945.51
MSI01,01/03/2004 08:30 MST,,,85805.0,-4.72,,93.0,0.67,18.0,1.88,,0.0,8.0,,-5.69,,NNE,,103649.5,,,,102980.31
MSI01,01/03/2004 08:45 MST,,,85805.0,-4.72,,95.0,0.76,125.0,1.25,,0.0,13.0,,-5.41,,SE,,103649.49,,,,102980.31
MSI01,01/03/2004 09:00 MST,,,85834.0,-4.78,,96.0,1.12,252.0,1.97,,0.0,17.0,,-5.33,,WSW,,103688.82,,,,103015.12
MSI01,01/03/2004 09:15 MST,,,85834.0,-5.22,,97.0,1.52,267.0,3.35,,0.0,24.0,,-5.63,,W,,103720.44,,,,103015.12
MSI01,01/03/2004 09:30 MST,,,85863.0,-5.5,,97.0,1.43,279.0,2.64,,0.0,33.0,,-5.91,,W,,103775.67,,,,103049.92
MSI01,01/03/2004 09:45 MST,,,85891.0,-5.78,,97.0,1.74,327.0,2.64,,0.0,45.0,,-6.19,,NNW,,103829.74,,,,103083.53
MSI01,01/03/2004 10:00 MST,,,85891.0,-5.67,,97.0,1.48,329.0,2.23,,0.0,51.0,,-6.08,,NNW,,103821.79,,,,103083.53
MSI01,01/03/2004 10:15 MST,,,85949.0,-5.39,,97.0,0.94,346.0,1.74,,0.0,46.0,,-5.8,,NNW,,103871.66,,,,103153.14
MSI01,01/03/2004 10:30 MST,,,85949.0,-5.0,,96.0,0.8,341.0,1.61,,0.0,54.0,,-5.55,,NNW,,103843.56,,,,103153.14
MSI01,01/03/2004 10:45 MST,,,85949.0,-4.78,,96.0,1.3,289.0,2.77,,0.0,59.0,,-5.33,,WNW,,103827.74,,,,103153.14
MSI01,01/03/2004 11:00 MST,,,85978.0,-4.72,,96.0,1.56,301.0,2.77,,0.0,62.0,,-5.27,,WNW,,103858.47,,,,103187.94
MSI01,01/03/2004 11:15 MST,,,85978.0,-4.67,,96.0,1.83,304.0,3.84,,0.0,71.0,,-5.22,,NW,,103854.88,,,,103187.94
MSI01,01/03/2004 11:30 MST,,,85978.0,-4.56,,96.0,1.74,322.0,3.53,,0.0,77.0,,-5.11,,NW,,103846.98,,,,103187.94
MSI01,01/03/2004 11:45 MST,,,85978.0,-4.5,,96.0,1.21,325.0,2.73,,0.0,93.0,,-5.05,,NW,,103842.68,,,,103187.94
MSI01,01/03/2004 12:00 MST,,,85978.0,-4.17,,97.0,1.12,281.0,1.83,,0.0,84.0,,-4.58,,W,,103819.05,,,,103187.94
MSI01,01/03/2004 12:15 MST,,,85978.0,-4.06,,97.0,1.16,301.0,2.15,,0.0,82.0,,-4.47,,WNW,,103811.19,,,,103187.94
MSI01,01/03/2004 12:30 MST,,,85978.0,-4.06,,97.0,1.3,310.0,2.73,,0.254,81.0,,-4.47,,NW,,103811.19,,,,103187.94
MSI01,01/03/2004 12:45 MST,,,85978.0,-4.06,,97.0,1.61,299.0,3.13,,0.0,83.0,,-4.47,,WNW,,103811.19,,,,103187.94
MSI01,01/03/2004 13:00 MST,,,86007.0,-4.06,,98.0,1.38,305.0,2.64,,0.0,88.0,,-4.33,,NW,,103846.2,,,,103222.75
MSI01,01/03/2004 13:15 MST,,,86007.0,-3.78,,98.0,1.03,266.0,1.79,,0.254,81.0,,-4.05,,W,,103826.21,,,,103222.75
MSI01,01/03/2004 13:30 MST,,,86007.0,-3.67,,99.0,1.3,298.0,2.77,,0.0,64.0,,-3.81,,WNW,,103818.36,,,,103222.75
MSI01,01/03/2004 13:45 MST,,,86035.0,-3.67,,98.0,1.52,296.0,3.04,,0.0,85.0,,-3.94,,WNW,,103852.16,,,,103256.35
MSI01,01/03/2004 14:00 MST,,,86035.0,-3.61,,99.0,1.83,299.0,3.53,,0.0,86.0,,-3.75,,WNW,,103847.88,,,,103256.35
MSI01,01/03/2004 14:15 MST,,,86064.0,-3.61,,98.0,2.06,295.0,4.38,,0.0,85.0,,-3.88,,WNW,,103882.89,,,,103291.16
MSI01,01/03/2004 14:30 MST,,,86093.0,-3.72,,98.0,2.15,298.0,4.47,,0.0,74.0,,-3.99,,WNW,,103925.74,,,,103325.96
MSI01,01/03/2004 14:45 MST,,,86093.0,-3.78,,97.0,2.55,317.0,5.27,,0.0,90.0,,-4.19,,NW,,103930.03,,,,103325.96
MSI01,01/03/2004 15:00 MST,,,86151.0,-3.83,,95.0,2.81,325.0,6.48,,0.0,81.0,,-4.52,,NW,,104003.63,,,,103395.57
MSI01,01/03/2004 15:15 MST,,,86180.0,-3.72,,94.0,2.68,310.0,5.63,,0.0,66.0,,-4.56,,NW,,104030.78,,,,103430.37
MSI01,01/03/2004 15:30 MST,,,86180.0,-3.78,,92.0,2.77,313.0,4.87,,0.0,85.0,,-4.91,,NW,,104035.08,,,,103430.37
MSI01,01/03/2004 15:45 MST,,,86208.0,-3.72,,90.0,2.33,310.0,5.81,,0.0,63.0,,-5.14,,NW,,104064.6,,,,103463.98
MSI01,01/03/2004 16:00 MST,,,86208.0,-3.67,,90.0,1.74,289.0,3.76,,0.0,48.0,,-5.09,,WNW,,104061.03,,,,103463.98
MSI01,01/03/2004 16:15 MST,,,86237.0,-3.78,,91.0,2.28,288.0,4.87,,0.0,48.0,,-5.05,,WNW,,104103.9,,,,103498.78
MSI01,01/03/2004 16:30 MST,,,86266.0,-3.72,,90.0,2.01,296.0,3.71,,0.0,50.0,,-5.14,,WNW,,104134.62,,,,103533.59
MSI01,01/03/2004 16:45 MST,,,86266.0,-3.72,,90.0,1.79,290.0,4.11,,0.0,25.0,,-5.14,,WNW,,104134.62,,,,103533.59
MSI01,01/03/2004 17:00 MST,,,86324.0,-4.06,,90.0,1.83,281.0,3.4,,0.0,11.0,,-5.48,,W,,104228.99,,,,103603.2
